cycle_key,mode,run_id,success,steps_to_fix,steps_taken,submit_path
team35_prob10,baseline,162,1,2,2,321|323
team35_prob10,baseline,163,1,2,2,321|323
team35_prob10,baseline,164,1,2,2,321|323
team35_prob10,baseline,165,1,2,2,321|323
team35_prob10,baseline,166,1,2,2,321|323
team35_prob10,baseline,167,1,2,2,321|323
team35_prob10,baseline,168,1,2,2,321|323
team35_prob10,baseline,169,1,2,2,321|323
team35_prob10,baseline,170,1,2,2,321|323
team35_prob10,baseline,171,1,2,2,321|323
team35_prob10,baseline,172,1,2,2,321|323
team35_prob10,baseline,173,1,2,2,321|323
team35_prob10,baseline,174,1,2,2,321|323
team35_prob10,baseline,175,1,2,2,321|323
team35_prob10,baseline,176,1,2,2,321|323
team35_prob10,baseline,177,1,2,2,321|323
team35_prob10,baseline,178,1,2,2,321|323
team35_prob10,baseline,179,1,2,2,321|323
team35_prob10,baseline,180,1,2,2,321|323
team35_prob10,baseline,181,1,2,2,321|323
team35_prob10,baseline,182,1,2,2,321|323
team35_prob10,baseline,183,1,2,2,321|323
team35_prob10,baseline,184,1,2,2,321|323
team35_prob10,baseline,185,1,2,2,321|323
team35_prob10,baseline,186,1,2,2,321|323
team35_prob10,baseline,187,1,2,2,321|323
team35_prob10,baseline,188,1,2,2,321|323
team35_prob10,baseline,189,1,2,2,321|323
team35_prob10,baseline,190,1,2,2,321|323
team35_prob10,baseline,191,1,2,2,321|323
team35_prob10,baseline,192,1,2,2,321|323
team35_prob10,baseline,193,1,2,2,321|323
team35_prob10,baseline,194,1,2,2,321|323
team35_prob10,baseline,195,1,2,2,321|323
team35_prob10,baseline,196,1,2,2,321|323
team35_prob10,baseline,197,1,2,2,321|323
team35_prob10,baseline,198,1,2,2,321|323
team35_prob10,baseline,199,1,2,2,321|323
team35_prob10,baseline,200,1,2,2,321|323
team35_prob10,baseline,201,1,2,2,321|323
team35_prob10,baseline,202,1,2,2,321|323
team35_prob10,baseline,203,1,2,2,321|323
team35_prob10,baseline,204,1,2,2,321|323
team35_prob10,baseline,205,1,2,2,321|323
team35_prob10,baseline,206,1,2,2,321|323
team35_prob10,baseline,207,1,2,2,321|323
team35_prob10,baseline,208,1,2,2,321|323
team35_prob10,baseline,209,1,2,2,321|323
team35_prob10,baseline,210,1,2,2,321|323
team35_prob10,baseline,211,1,2,2,321|323
team35_prob10,baseline,212,1,2,2,321|323
team35_prob10,baseline,213,1,2,2,321|323
team35_prob10,baseline,214,1,2,2,321|323
team35_prob10,baseline,215,1,2,2,321|323
team35_prob10,baseline,216,1,2,2,321|323
team35_prob10,baseline,217,1,2,2,321|323
team35_prob10,baseline,218,1,2,2,321|323
team35_prob10,baseline,219,1,2,2,321|323
team35_prob10,baseline,220,1,2,2,321|323
team35_prob10,baseline,221,1,2,2,321|323
team35_prob10,baseline,222,1,2,2,321|323
team35_prob10,baseline,223,1,2,2,321|323
team35_prob10,baseline,224,1,2,2,321|323
team35_prob10,baseline,225,1,2,2,321|323
team35_prob10,baseline,226,1,2,2,321|323
team35_prob10,baseline,227,1,2,2,321|323
team35_prob10,baseline,228,1,2,2,321|323
team35_prob10,baseline,229,1,2,2,321|323
team35_prob10,baseline,230,1,2,2,321|323
team35_prob10,baseline,231,1,2,2,321|323
team35_prob10,baseline,232,1,2,2,321|323
team35_prob10,baseline,233,1,2,2,321|323
team35_prob10,baseline,234,1,2,2,321|323
team35_prob10,baseline,235,1,2,2,321|323
team35_prob10,baseline,236,1,2,2,321|323
team35_prob10,baseline,237,1,2,2,321|323
team35_prob10,baseline,238,1,2,2,321|323
team35_prob10,baseline,239,1,2,2,321|323
team35_prob10,baseline,240,1,2,2,321|323
team35_prob10,baseline,241,1,2,2,321|323
team35_prob10,baseline,242,1,2,2,321|323
team35_prob10,baseline,243,1,2,2,321|323
team35_prob10,baseline,244,1,2,2,321|323
team35_prob10,baseline,245,1,2,2,321|323
team35_prob10,baseline,246,1,2,2,321|323
team35_prob10,baseline,247,1,2,2,321|323
team35_prob10,baseline,248,1,2,2,321|323
team35_prob10,baseline,249,1,2,2,321|323
team35_prob10,baseline,250,1,2,2,321|323
team35_prob10,baseline,251,1,2,2,321|323
team35_prob10,baseline,252,1,2,2,321|323
team35_prob10,baseline,253,1,2,2,321|323
team35_prob10,baseline,254,1,2,2,321|323
team35_prob10,baseline,255,1,2,2,321|323
team35_prob10,baseline,256,1,2,2,321|323
team35_prob10,baseline,257,1,2,2,321|323
team35_prob10,baseline,258,1,2,2,321|323
team35_prob10,baseline,259,1,2,2,321|323
team35_prob10,baseline,260,1,2,2,321|323
team35_prob10,baseline,261,1,2,2,321|323
team35_prob10,baseline,262,1,2,2,321|323
team35_prob10,baseline,263,1,2,2,321|323
team35_prob10,baseline,264,1,2,2,321|323
team35_prob10,baseline,265,1,2,2,321|323
team35_prob10,baseline,266,1,2,2,321|323
team35_prob10,baseline,267,1,2,2,321|323
team35_prob10,baseline,268,1,2,2,321|323
team35_prob10,baseline,269,1,2,2,321|323
team35_prob10,baseline,270,1,2,2,321|323
team35_prob10,baseline,271,1,2,2,321|323
team35_prob10,baseline,272,1,2,2,321|323
team35_prob10,baseline,273,1,2,2,321|323
team35_prob10,baseline,274,1,2,2,321|323
team35_prob10,baseline,275,1,2,2,321|323
team35_prob10,baseline,276,1,2,2,321|323
team35_prob10,baseline,277,1,2,2,321|323
team35_prob10,baseline,278,1,2,2,321|323
team35_prob10,baseline,279,1,2,2,321|323
team35_prob10,baseline,280,1,2,2,321|323
team35_prob10,baseline,281,1,2,2,321|323
team35_prob10,baseline,282,1,2,2,321|323
team35_prob10,baseline,283,1,2,2,321|323
team35_prob10,baseline,284,1,2,2,321|323
team35_prob10,baseline,285,1,2,2,321|323
team35_prob10,baseline,286,1,2,2,321|323
team35_prob10,baseline,287,1,2,2,321|323
team35_prob10,baseline,288,1,2,2,321|323
team35_prob10,baseline,289,1,2,2,321|323
team35_prob10,baseline,290,1,2,2,321|323
team35_prob10,baseline,291,1,2,2,321|323
team35_prob10,baseline,292,1,2,2,321|323
team35_prob10,baseline,293,1,2,2,321|323
team35_prob10,baseline,294,1,2,2,321|323
team35_prob10,baseline,295,1,2,2,321|323
team35_prob10,baseline,296,1,2,2,321|323
team35_prob10,baseline,297,1,2,2,321|323
team35_prob10,baseline,298,1,2,2,321|323
team35_prob10,baseline,299,1,2,2,321|323
team35_prob10,baseline,300,1,2,2,321|323
team35_prob10,diff,1,1,2,2,321|323
team35_prob10,diff,2,1,2,2,321|323
team35_prob10,diff,3,1,2,2,321|323
team35_prob10,diff,4,1,2,2,321|323
team35_prob10,diff,5,1,2,2,321|323
team35_prob10,diff,6,1,2,2,321|323
team35_prob10,diff,7,1,2,2,321|323
team35_prob10,diff,8,1,2,2,321|323
team35_prob10,diff,9,1,2,2,321|323
team35_prob10,diff,10,1,2,2,321|323
team35_prob10,diff,11,1,2,2,321|323
team35_prob10,diff,12,1,2,2,321|323
team35_prob10,diff,13,1,2,2,321|323
team35_prob10,diff,14,1,2,2,321|323
team35_prob10,diff,15,1,2,2,321|323
team35_prob10,diff,16,1,2,2,321|323
team35_prob10,diff,17,1,2,2,321|323
team35_prob10,diff,18,1,2,2,321|323
team35_prob10,diff,19,1,2,2,321|323
team35_prob10,diff,20,1,2,2,321|323
team35_prob10,diff,21,1,2,2,321|323
team35_prob10,diff,22,1,2,2,321|323
team35_prob10,diff,23,1,2,2,321|323
team35_prob10,diff,24,1,2,2,321|323
team35_prob10,diff,25,1,2,2,321|323
team35_prob10,diff,26,1,2,2,321|323
team35_prob10,diff,27,1,2,2,321|323
team35_prob10,diff,28,1,2,2,321|323
team35_prob10,diff,29,1,2,2,321|323
team35_prob10,diff,30,1,2,2,321|323
team35_prob10,diff,31,1,2,2,321|323
team35_prob10,diff,32,1,2,2,321|323
team35_prob10,diff,33,1,2,2,321|323
team35_prob10,diff,34,1,2,2,321|323
team35_prob10,diff,35,1,2,2,321|323
team35_prob10,diff,36,1,2,2,321|323
team35_prob10,diff,37,1,2,2,321|323
team35_prob10,diff,38,1,2,2,321|323
team35_prob10,diff,39,1,2,2,321|323
team35_prob10,diff,40,1,2,2,321|323
team35_prob10,diff,41,1,2,2,321|323
team35_prob10,diff,42,1,2,2,321|323
team35_prob10,diff,43,1,2,2,321|323
team35_prob10,diff,44,1,2,2,321|323
team35_prob10,diff,45,1,2,2,321|323
team35_prob10,diff,46,1,2,2,321|323
team35_prob10,diff,47,1,2,2,321|323
team35_prob10,diff,48,1,2,2,321|323
team35_prob10,diff,49,1,2,2,321|323
team35_prob10,diff,50,1,2,2,321|323
team35_prob10,diff,51,1,2,2,321|323
team35_prob10,diff,52,1,2,2,321|323
team35_prob10,diff,53,1,2,2,321|323
team35_prob10,diff,54,1,2,2,321|323
team35_prob10,diff,55,1,2,2,321|323
team35_prob10,diff,56,1,2,2,321|323
team35_prob10,diff,57,1,2,2,321|323
team35_prob10,diff,58,1,2,2,321|323
team35_prob10,diff,59,1,2,2,321|323
team35_prob10,diff,60,1,2,2,321|323
team35_prob10,diff,61,1,2,2,321|323
team35_prob10,diff,62,1,2,2,321|323
team35_prob10,diff,63,1,2,2,321|323
team35_prob10,diff,64,1,2,2,321|323
team35_prob10,diff,65,1,2,2,321|323
team35_prob10,diff,66,1,2,2,321|323
team35_prob10,diff,67,1,2,2,321|323
team35_prob10,diff,68,1,2,2,321|323
team35_prob10,diff,69,1,2,2,321|323
team35_prob10,diff,70,1,2,2,321|323
team35_prob10,diff,71,1,2,2,321|323
team35_prob10,diff,72,1,2,2,321|323
team35_prob10,diff,73,1,2,2,321|323
team35_prob10,diff,74,1,2,2,321|323
team35_prob10,diff,75,1,2,2,321|323
team35_prob10,diff,76,1,2,2,321|323
team35_prob10,diff,77,1,2,2,321|323
team35_prob10,diff,78,1,2,2,321|323
team35_prob10,diff,79,1,2,2,321|323
team35_prob10,diff,80,1,2,2,321|323
team35_prob10,diff,81,1,2,2,321|323
team35_prob10,diff,82,1,2,2,321|323
team35_prob10,diff,83,1,2,2,321|323
team35_prob10,diff,84,1,2,2,321|323
team35_prob10,diff,85,1,2,2,321|323
team35_prob10,diff,86,1,2,2,321|323
team35_prob10,diff,87,1,2,2,321|323
team35_prob10,diff,88,1,2,2,321|323
team35_prob10,diff,89,1,2,2,321|323
team35_prob10,diff,90,1,2,2,321|323
team35_prob10,diff,91,1,2,2,321|323
team35_prob10,diff,92,1,2,2,321|323
team35_prob10,diff,93,1,2,2,321|323
team35_prob10,diff,94,1,2,2,321|323
team35_prob10,diff,95,1,2,2,321|323
team35_prob10,diff,96,1,2,2,321|323
team35_prob10,diff,97,1,2,2,321|323
team35_prob10,diff,98,1,2,2,321|323
team35_prob10,diff,99,1,2,2,321|323
team35_prob10,diff,100,1,2,2,321|323
team35_prob10,diff,101,1,2,2,321|323
team35_prob10,diff,102,1,2,2,321|323
team35_prob10,diff,103,1,2,2,321|323
team35_prob10,diff,104,1,2,2,321|323
team35_prob10,diff,105,1,2,2,321|323
team35_prob10,diff,106,1,2,2,321|323
team35_prob10,diff,107,1,2,2,321|323
team35_prob10,diff,108,1,2,2,321|323
team35_prob10,diff,109,1,2,2,321|323
team35_prob10,diff,110,1,2,2,321|323
team35_prob10,diff,111,1,2,2,321|323
team35_prob10,diff,112,1,2,2,321|323
team35_prob10,diff,113,1,2,2,321|323
team35_prob10,diff,114,1,2,2,321|323
team35_prob10,diff,115,1,2,2,321|323
team35_prob10,diff,116,1,2,2,321|323
team35_prob10,diff,117,1,2,2,321|323
team35_prob10,diff,118,1,2,2,321|323
team35_prob10,diff,119,1,2,2,321|323
team35_prob10,diff,120,1,2,2,321|323
team35_prob10,diff,121,1,2,2,321|323
team35_prob10,diff,122,1,2,2,321|323
team35_prob10,diff,123,1,2,2,321|323
team35_prob10,diff,124,1,2,2,321|323
team35_prob10,diff,125,1,2,2,321|323
team35_prob10,diff,126,1,2,2,321|323
team35_prob10,diff,127,1,2,2,321|323
team35_prob10,diff,128,1,2,2,321|323
team35_prob10,diff,129,1,2,2,321|323
team35_prob10,diff,130,1,2,2,321|323
team35_prob10,diff,131,1,2,2,321|323
team35_prob10,diff,132,1,2,2,321|323
team35_prob10,diff,133,1,2,2,321|323
team35_prob10,diff,134,1,2,2,321|323
team35_prob10,diff,135,1,2,2,321|323
team35_prob10,diff,136,1,2,2,321|323
team35_prob10,diff,137,1,2,2,321|323
team35_prob10,diff,138,1,2,2,321|323
team35_prob10,diff,139,1,2,2,321|323
team35_prob10,diff,140,1,2,2,321|323
team35_prob10,diff,141,1,2,2,321|323
team35_prob10,diff,142,1,2,2,321|323
team35_prob10,diff,143,1,2,2,321|323
team35_prob10,diff,144,1,2,2,321|323
team35_prob10,diff,145,1,2,2,321|323
team35_prob10,diff,146,1,2,2,321|323
team35_prob10,diff,147,1,2,2,321|323
team35_prob10,diff,148,1,2,2,321|323
team35_prob10,diff,149,1,2,2,321|323
team35_prob10,diff,150,1,2,2,321|323
team35_prob10,diff,151,1,2,2,321|323
team35_prob10,diff,152,1,2,2,321|323
team35_prob10,diff,153,1,2,2,321|323
team35_prob10,diff,154,1,2,2,321|323
team35_prob10,diff,155,1,2,2,321|323
team35_prob10,diff,156,1,2,2,321|323
team35_prob10,diff,157,1,2,2,321|323
team35_prob10,diff,158,1,2,2,321|323
team35_prob10,diff,159,1,2,2,321|323
team35_prob10,diff,160,1,2,2,321|323
team35_prob10,diff,161,1,2,2,321|323
team35_prob10,diff,162,1,2,2,321|323
team35_prob10,diff,163,1,2,2,321|323
team35_prob10,diff,164,1,2,2,321|323
team35_prob10,diff,165,1,2,2,321|323
team35_prob10,diff,166,1,2,2,321|323
team35_prob10,diff,167,1,2,2,321|323
team35_prob10,diff,168,1,2,2,321|323
team35_prob10,diff,169,1,2,2,321|323
team35_prob10,diff,170,1,2,2,321|323
team35_prob10,diff,171,1,2,2,321|323
team35_prob10,diff,172,1,2,2,321|323
team35_prob10,diff,173,1,2,2,321|323
team35_prob10,diff,174,1,2,2,321|323
team35_prob10,diff,175,1,2,2,321|323
team35_prob10,diff,176,1,2,2,321|323
team35_prob10,diff,177,1,2,2,321|323
team35_prob10,diff,178,1,2,2,321|323
team35_prob10,diff,179,1,2,2,321|323
team35_prob10,diff,180,1,2,2,321|323
team35_prob10,diff,181,1,2,2,321|323
team35_prob10,diff,182,1,2,2,321|323
team35_prob10,diff,183,1,2,2,321|323
team35_prob10,diff,184,1,2,2,321|323
team35_prob10,diff,185,1,2,2,321|323
team35_prob10,diff,186,1,2,2,321|323
team35_prob10,diff,187,1,2,2,321|323
team35_prob10,diff,188,1,2,2,321|323
team35_prob10,diff,189,1,2,2,321|323
team35_prob10,diff,190,1,2,2,321|323
team35_prob10,diff,191,1,2,2,321|323
team35_prob10,diff,192,1,2,2,321|323
team35_prob10,diff,193,1,2,2,321|323
team35_prob10,diff,194,1,2,2,321|323
team35_prob10,diff,195,1,2,2,321|323
team35_prob10,diff,196,1,2,2,321|323
team35_prob10,diff,197,1,2,2,321|323
team35_prob10,diff,198,1,2,2,321|323
team35_prob10,diff,199,1,2,2,321|323
team35_prob10,diff,200,1,2,2,321|323
team35_prob10,diff,201,1,2,2,321|323
team35_prob10,diff,202,1,2,2,321|323
team35_prob10,diff,203,1,2,2,321|323
team35_prob10,diff,204,1,2,2,321|323
team35_prob10,diff,205,1,2,2,321|323
team35_prob10,diff,206,1,2,2,321|323
team35_prob10,diff,207,1,2,2,321|323
team35_prob10,diff,208,1,2,2,321|323
team35_prob10,diff,209,1,2,2,321|323
team35_prob10,diff,210,1,2,2,321|323
team35_prob10,diff,211,1,2,2,321|323
team35_prob10,diff,212,1,2,2,321|323
team35_prob10,diff,213,1,2,2,321|323
team35_prob10,diff,214,1,2,2,321|323
team35_prob10,diff,215,1,2,2,321|323
team35_prob10,diff,216,1,2,2,321|323
team35_prob10,diff,217,1,2,2,321|323
team35_prob10,diff,218,1,2,2,321|323
team35_prob10,diff,219,1,2,2,321|323
team35_prob10,diff,220,1,2,2,321|323
team35_prob10,diff,221,1,2,2,321|323
team35_prob10,diff,222,1,2,2,321|323
team35_prob10,diff,223,1,2,2,321|323
team35_prob10,diff,224,1,2,2,321|323
team35_prob10,diff,225,1,2,2,321|323
team35_prob10,diff,226,1,2,2,321|323
team35_prob10,diff,227,1,2,2,321|323
team35_prob10,diff,228,1,2,2,321|323
team35_prob10,diff,229,1,2,2,321|323
team35_prob10,diff,230,1,2,2,321|323
team35_prob10,diff,231,1,2,2,321|323
team35_prob10,diff,232,1,2,2,321|323
team35_prob10,diff,233,1,2,2,321|323
team35_prob10,diff,234,1,2,2,321|323
team35_prob10,diff,235,1,2,2,321|323
team35_prob10,diff,236,1,2,2,321|323
team35_prob10,diff,237,1,2,2,321|323
team35_prob10,diff,238,1,2,2,321|323
team35_prob10,diff,239,1,2,2,321|323
team35_prob10,diff,240,1,2,2,321|323
team35_prob10,diff,241,1,2,2,321|323
team35_prob10,diff,242,1,2,2,321|323
team35_prob10,diff,243,1,2,2,321|323
team35_prob10,diff,244,1,2,2,321|323
team35_prob10,diff,245,1,2,2,321|323
team35_prob10,diff,246,1,2,2,321|323
team35_prob10,diff,247,1,2,2,321|323
team35_prob10,diff,248,1,2,2,321|323
team35_prob10,diff,249,1,2,2,321|323
team35_prob10,diff,250,1,2,2,321|323
team35_prob10,diff,251,1,2,2,321|323
team35_prob10,diff,252,1,2,2,321|323
team35_prob10,diff,253,1,2,2,321|323
team35_prob10,diff,254,1,2,2,321|323
team35_prob10,diff,255,1,2,2,321|323
team35_prob10,diff,256,1,2,2,321|323
team35_prob10,diff,257,1,2,2,321|323
team35_prob10,diff,258,1,2,2,321|323
team35_prob10,diff,259,1,2,2,321|323
team35_prob10,diff,260,1,2,2,321|323
team35_prob10,diff,261,1,2,2,321|323
team35_prob10,diff,262,1,2,2,321|323
team35_prob10,diff,263,1,2,2,321|323
team35_prob10,diff,264,1,2,2,321|323
team35_prob10,diff,265,1,2,2,321|323
team35_prob10,diff,266,1,2,2,321|323
team35_prob10,diff,267,1,2,2,321|323
team35_prob10,diff,268,1,2,2,321|323
team35_prob10,diff,269,1,2,2,321|323
team35_prob10,diff,270,1,2,2,321|323
team35_prob10,diff,271,1,2,2,321|323
team35_prob10,diff,272,1,2,2,321|323
team35_prob10,diff,273,1,2,2,321|323
team35_prob10,diff,274,1,2,2,321|323
team35_prob10,diff,275,1,2,2,321|323
team35_prob10,diff,276,1,2,2,321|323
team35_prob10,diff,277,1,2,2,321|323
team35_prob10,diff,278,1,2,2,321|323
team35_prob10,diff,279,1,2,2,321|323
team35_prob10,diff,280,1,2,2,321|323
team35_prob10,diff,281,1,2,2,321|323
team35_prob10,diff,282,1,2,2,321|323
team35_prob10,diff,283,1,2,2,321|323
team35_prob10,diff,284,1,2,2,321|323
team35_prob10,diff,285,1,2,2,321|323
team35_prob10,diff,286,1,2,2,321|323
team35_prob10,diff,287,1,2,2,321|323
team35_prob10,diff,288,1,2,2,321|323
team35_prob10,diff,289,1,2,2,321|323
team35_prob10,diff,290,1,2,2,321|323
team35_prob10,diff,291,1,2,2,321|323
team35_prob10,diff,292,1,2,2,321|323
team35_prob10,diff,293,1,2,2,321|323
team35_prob10,diff,294,1,2,2,321|323
team35_prob10,diff,295,1,2,2,321|323
team35_prob10,diff,296,1,2,2,321|323
team35_prob10,diff,297,1,2,2,321|323
team35_prob10,diff,298,1,2,2,321|323
team35_prob10,diff,299,1,2,2,321|323
team35_prob10,diff,300,1,2,2,321|323
team35_prob10,explain,1,1,2,2,321|323
team35_prob10,explain,2,1,2,2,321|323
team35_prob10,explain,3,1,2,2,321|323
team35_prob10,explain,4,1,2,2,321|323
team35_prob10,explain,5,1,2,2,321|323
team35_prob10,explain,6,1,2,2,321|323
team35_prob10,explain,7,1,2,2,321|323
team35_prob10,explain,8,1,2,2,321|323
team35_prob10,explain,9,1,2,2,321|323
team35_prob10,explain,10,1,2,2,321|323
team35_prob10,explain,11,1,2,2,321|323
team35_prob10,explain,12,1,2,2,321|323
team35_prob10,explain,13,1,2,2,321|323
team35_prob10,explain,14,1,2,2,321|323
team35_prob10,explain,15,1,2,2,321|323
team35_prob10,explain,16,1,2,2,321|323
team35_prob10,explain,17,1,2,2,321|323
team35_prob10,explain,18,1,2,2,321|323
team35_prob10,explain,19,1,2,2,321|323
